frame_id,time_sec,track_id,class_name,confidence,x1,y1,x2,y2
7,0.14,6,car,0.783127,906.41,282.10,951.51,320.48
7,0.14,7,car,0.817755,986.77,357.91,1036.93,403.11
7,0.14,8,car,0.820579,834.60,205.69,876.28,241.81
7,0.14,9,truck,0.626511,1420.87,540.87,1508.06,671.77
7,0.14,10,car,0.784921,1465.14,335.72,1525.53,375.99
7,0.14,11,car,0.577816,786.62,201.88,828.33,245.12
7,0.14,12,car,0.574452,1242.75,154.05,1297.48,190.27
7,0.14,13,car,0.433251,1100.97,165.98,1140.45,190.05
8,0.16,1,car,0.914952,1341.48,968.43,1433.24,1063.78
8,0.16,2,car,0.912895,978.61,475.10,1039.79,536.33
8,0.16,3,car,0.894276,1187.02,582.89,1253.84,649.63
8,0.16,4,car,0.894011,1068.29,592.79,1137.20,662.55
8,0.16,5,car,0.660756,1495.71,1050.90,1544.30,1080.00
8,0.16,6,car,0.803113,905.50,281.41,950.34,319.48
8,0.16,7,car,0.824983,986.02,356.98,1036.24,402.20
8,0.16,8,car,0.824677,833.11,204.20,875.59,241.24
8,0.16,9,truck,0.639295,1421.22,540.32,1508.44,670.69
8,0.16,10,car,0.785643,1465.24,335.65,1525.62,375.95
8,0.16,11,car,0.577386,786.64,201.89,828.30,245.09
8,0.16,12,car,0.568263,1242.69,153.95,1297.60,190.30
8,0.16,13,car,0.452140,1101.06,165.98,1140.64,190.03
9,0.18,1,car,0.916139,1342.25,969.25,1433.72,1064.16
9,0.18,2,car,0.903152,979.44,476.41,1040.60,537.67
9,0.18,3,car,0.883060,1185.68,580.96,1252.56,647.75
9,0.18,4,car,0.903321,1069.53,594.12,1138.59,664.04
9,0.18,5,car,0.553690,1496.86,1055.31,1538.91,1080.00
9,0.18,6,car,0.852737,905.34,280.81,949.86,318.61
9,0.18,7,car,0.831904,985.16,356.13,1035.55,401.47
9,0.18,8,car,0.820548,831.75,203.03,874.63,240.65
9,0.18,9,truck,0.605006,1421.86,539.44,1509.22,669.45
9,0.18,10,car,0.772650,1465.24,335.63,1525.59,375.92
9,0.18,11,car,0.595847,786.67,201.90,828.31,245.08
9,0.18,12,car,0.589825,1242.71,153.95,1297.63,190.33
9,0.18,13,car,0.449529,1101.49,166.00,1141.02,190.02
10,0.20,1,car,0.911063,1342.75,969.65,1434.41,1064.68
10,0.20,2,car,0.917209,981.03,477.96,1041.93,538.89
10,0.20,3,car,0.823889,1184.26,579.14,1250.96,645.72
10,0.20,4,car,0.565581,1070.70,595.26,1139.91,665.39
10,0.20,5,car,0.362180,1500.92,1059.34,1537.08,1080.00
10,0.20,6,car,0.841007,903.74,279.82,948.55,317.78
10,0.20,7,car,0.776210,983.91,354.98,1034.67,400.66
10,0.20,8,car,0.800899,830.53,201.97,873.14,239.51
10,0.20,9,truck,0.604900,1422.07,538.78,1509.62,668.38
10,0.20,10,car,0.791017,1465.22,335.63,1525.49,375.90
10,0.20,11,car,0.597812,786.69,201.91,828.32,245.06
10,0.20,12,car,0.589289,1242.76,153.98,1297.58,190.30
10,0.20,13,car,0.450065,1101.72,166.07,1141.18,190.05
10,0.20,17,bus,0.306467,1419.68,539.19,1511.87,668.37
11,0.22,1,car,0.907557,1343.25,970.15,1435.10,1065.28
11,0.22,2,car,0.921744,982.38,479.06,1043.45,540.17
11,0.22,3,car,0.865555,1182.77,577.24,1249.08,643.38
11,0.22,4,car,0.930543,1071.91,596.75,1141.05,666.82
11,0.22,6,car,0.827681,903.16,279.03,947.79,316.80
11,0.22,7,car,0.831755,983.38,354.11,1033.86,399.52
11,0.22,8,car,0.806655,829.34,200.53,871.83,238.05
11,0.22,9,bus,0.283600,1422.74,538.18,1510.54,667.29
11,0.22,10,car,0.802745,1465.15,335.65,1525.40,375.93
11,0.22,11,car,0.611316,786.72,201.91,828.34,245.04
11,0.22,12,car,0.602426,1242.79,154.01,1297.52,190.29
11,0.22,13,car,0.477755,1101.92,166.14,1141.30,190.09
11,0.22,17,truck,0.631627,1420.22,538.19,1512.63,667.63
12,0.24,1,car,0.907462,1343.85,970.69,1435.86,1065.93
12,0.24,2,car,0.914228,983.24,480.10,1044.47,541.44
12,0.24,3,car,0.911994,1181.19,575.42,1247.37,641.45
12,0.24,4,car,0.921736,1073.26,598.07,1142.39,668.14
12,0.24,6,car,0.868061,901.88,277.68,946.82,315.62
12,0.24,7,car,0.808863,982.56,353.21,1032.86,398.44
12,0.24,8,car,0.821444,828.50,199.36,870.70,236.71
12,0.24,9,bus,0.302201,1423.25,537.59,1511.31,666.23
12,0.24,10,car,0.813844,1465.06,335.62,1525.34,375.94
12,0.24,11,car,0.593423,786.74,201.91,828.37,245.03
12,0.24,12,car,0.583785,1242.83,154.01,1297.42,190.21
12,0.24,13,car,0.470696,1102.08,166.16,1141.42,190.11
12,0.24,17,truck,0.657748,1420.96,537.41,1513.23,666.56
13,0.26,1,car,0.909747,1345.02,971.48,1437.02,1066.51
13,0.26,2,car,0.920689,984.32,481.17,1045.68,542.67
13,0.26,3,car,0.905877,1179.40,573.35,1245.75,639.66
13,0.26,4,car,0.677488,1074.31,599.29,1143.83,669.82
13,0.26,6,car,0.847107,900.79,276.53,945.98,314.62
13,0.26,7,car,0.837108,981.81,352.30,1032.10,397.54
13,0.26,8,car,0.815741,828.22,198.71,869.61,235.50
13,0.26,9,bus,0.416475,1423.51,536.77,1512.03,665.36
13,0.26,10,car,0.839481,1465.11,335.63,1525.31,375.92
13,0.26,11,car,0.600135,786.75,201.92,828.36,245.00
13,0.26,12,car,0.571157,1242.91,154.04,1297.43,190.18
13,0.26,13,car,0.437088,1102.21,166.18,1141.38,190.06
13,0.26,17,truck,0.577044,1421.40,536.50,1513.76,665.68
14,0.28,1,car,0.906268,1345.94,972.27,1438.29,1067.47
14,0.28,2,car,0.918599,985.62,482.61,1046.80,543.95
14,0.28,3,car,0.879562,1177.99,571.29,1244.41,637.69
14,0.28,4,car,0.842202,1075.68,600.79,1145.25,671.39
14,0.28,6,car,0.864093,900.19,275.77,944.97,313.55
14,0.28,7,car,0.826118,980.81,351.42,1031.11,396.66
14,0.28,8,car,0.840794,827.35,197.64,868.46,234.27
14,0.28,9,bus,0.418880,1424.20,535.98,1512.82,663.98
14,0.28,10,car,0.845826,1465.19,335.62,1525.34,375.92
14,0.28,11,car,0.633710,786.75,201.91,828.39,245.00
14,0.28,12,car,0.589165,1242.98,154.05,1297.50,190.18
14,0.28,13,car,0.425322,1102.37,166.19,1141.30,189.98
14,0.28,17,truck,0.593493,1422.31,535.65,1514.34,664.25
15,0.30,1,car,0.903602,1346.67,973.10,1439.40,1068.45
15,0.30,2,car,0.915667,986.76,483.82,1047.87,545.06
15,0.30,3,car,0.884138,1176.68,569.59,1242.58,635.42
15,0.30,4,car,0.860193,1076.96,602.21,1146.44,672.78
15,0.30,6,car,0.852512,898.89,274.76,943.76,312.55
15,0.30,7,car,0.848549,980.01,350.56,1030.29,395.80
15,0.30,8,car,0.817396,826.57,196.94,866.99,232.92
15,0.30,9,bus,0.380690,1424.38,535.24,1513.33,663.01
15,0.30,10,car,0.847105,1465.31,335.59,1525.40,375.90
15,0.30,11,car,0.636922,786.74,201.92,828.39,245.00
15,0.30,12,car,0.609465,1242.97,154.04,1297.57,190.21
15,0.30,13,car,0.437593,1102.45,166.14,1141.26,189.90
15,0.30,17,truck,0.603666,1422.67,534.90,1514.65,663.26
16,0.32,1,car,0.905461,1347.70,974.01,1440.49,1069.14
16,0.32,2,car,0.907371,987.86,484.93,1048.94,546.11
16,0.32,3,car,0.524550,1175.17,567.79,1240.71,633.27
16,0.32,4,car,0.860574,1078.28,603.36,1147.78,674.02
16,0.32,6,car,0.852890,898.67,274.02,943.27,311.66
16,0.32,7,car,0.836910,979.16,349.71,1029.24,394.74
16,0.32,8,car,0.809422,826.15,196.39,866.09,231.84
16,0.32,9,bus,0.357638,1424.51,534.38,1514.01,662.15
16,0.32,10,car,0.847419,1465.34,335.55,1525.43,375.92
16,0.32,11,car,0.610993,786.73,201.94,828.38,244.99
16,0.32,12,car,0.615443,1243.07,154.03,1297.61,190.15
16,0.32,13,car,0.396441,1102.36,166.15,1140.97,189.81
16,0.32,17,truck,0.606725,1422.99,534.02,1515.14,662.37
17,0.34,1,car,0.905761,1348.56,974.87,1441.37,1069.72
17,0.34,2,car,0.916012,988.79,485.92,1050.29,547.59
17,0.34,3,car,0.908863,1173.72,565.76,1239.13,631.12
17,0.34,4,car,0.881749,1079.48,604.62,1149.00,675.39
17,0.34,6,car,0.788856,897.12,272.63,942.39,310.85
17,0.34,7,car,0.829661,978.53,348.78,1028.39,393.68
17,0.34,8,car,0.801419,825.45,195.22,865.65,230.84
17,0.34,9,bus,0.347598,1425.06,533.72,1514.98,661.17
17,0.34,10,car,0.836772,1465.37,335.60,1525.33,375.92
17,0.34,11,car,0.602707,786.74,201.97,828.40,245.01
17,0.34,12,car,0.617571,1243.11,154.01,1297.68,190.14
17,0.34,13,car,0.383824,1102.32,166.18,1140.83,189.82
17,0.34,17,truck,0.610724,1423.79,533.36,1515.95,661.30
18,0.36,1,car,0.910062,1348.98,975.57,1441.95,1070.35
18,0.36,2,car,0.910070,989.55,487.00,1051.45,549.17
18,0.36,3,car,0.913176,1172.11,563.80,1237.55,629.18
18,0.36,4,car,0.889511,1080.68,605.74,1150.24,676.56
18,0.36,6,car,0.830121,896.46,271.14,942.03,309.75
18,0.36,7,car,0.833243,977.81,347.79,1027.51,392.58
18,0.36,8,car,0.805072,824.05,194.40,864.42,230.12
18,0.36,9,bus,0.288952,1425.25,532.80,1515.63,660.03
18,0.36,10,car,0.833331,1465.38,335.65,1525.21,375.90
18,0.36,11,car,0.620689,786.74,201.97,828.43,245.02
18,0.36,12,car,0.634162,1243.07,153.98,1297.66,190.12
18,0.36,13,car,0.365953,1102.28,166.20,1140.72,189.83
18,0.36,17,truck,0.666768,1424.21,532.45,1516.43,660.03
19,0.38,1,car,0.911829,1349.60,976.35,1442.72,1071.03
19,0.38,2,car,0.906501,990.26,488.00,1052.56,550.72
19,0.38,3,car,0.901027,1170.44,562.10,1235.60,627.19
19,0.38,6,car,0.773940,896.30,270.73,940.95,308.54
19,0.38,7,car,0.763787,976.87,346.79,1026.55,391.56
19,0.38,8,car,0.803990,822.91,193.39,863.40,229.27
19,0.38,10,car,0.828619,1465.40,335.68,1525.15,375.91
19,0.38,11,car,0.565514,786.75,201.97,828.46,245.03
19,0.38,12,car,0.602279,1243.12,154.00,1297.64,190.10
19,0.38,13,car,0.341578,1102.29,166.23,1140.61,189.81
20,0.40,1,car,0.904949,1349.98,977.12,1443.14,1071.78
20,0.40,2,car,0.801735,991.45,489.27,1053.95,552.22
20,0.40,3,car,0.908323,1168.64,560.16,1233.84,625.35
20,0.40,6,car,0.786738,895.18,268.65,940.86,307.53
20,0.40,7,car,0.772955,976.20,346.08,1025.51,390.44
20,0.40,8,car,0.826295,821.69,192.16,862.32,228.27
20,0.40,10,car,0.783516,1465.38,335.70,1525.11,375.92
20,0.40,11,car,0.567717,786.77,201.98,828.49,245.02
20,0.40,12,car,0.599500,1243.11,153.97,1297.62,190.08
20,0.40,13,car,0.349652,1102.00,166.21,1140.33,189.84
20,0.40,4,car,0.913628,1083.15,608.45,1152.80,679.42
20,0.40,9,truck,0.718305,1426.30,530.92,1517.30,657.78
21,0.42,1,car,0.903007,1350.39,978.00,1443.65,1072.72
21,0.42,2,car,0.920198,992.91,490.43,1055.35,553.26
21,0.42,3,car,0.876770,1167.38,558.28,1232.23,623.13
21,0.42,6,car,0.757428,895.41,269.05,939.44,306.57
21,0.42,7,car,0.729004,975.20,345.19,1024.55,389.48
21,0.42,8,car,0.836092,821.08,191.31,860.97,226.76
21,0.42,10,car,0.776545,1465.46,335.66,1525.18,375.89
21,0.42,11,car,0.553834,786.77,201.97,828.51,245.00
21,0.42,12,car,0.594714,1243.13,153.97,1297.64,190.07
21,0.42,13,car,0.360963,1101.82,166.21,1140.25,189.91
21,0.42,4,car,0.929753,1084.58,609.82,1154.33,680.83
21,0.42,9,truck,0.702124,1427.03,530.24,1518.64,656.67
22,0.44,1,car,0.898790,1351.26,979.02,1444.62,1073.75
22,0.44,2,car,0.921295,994.20,491.70,1056.69,554.57
22,0.44,3,car,0.907087,1166.22,556.62,1230.28,620.52
22,0.44,6,car,0.821345,893.43,268.69,937.10,305.66
22,0.44,7,car,0.731398,974.50,344.31,1023.99,388.64
22,0.44,8,car,0.835927,820.38,190.26,859.73,225.16
22,0.44,10,car,0.761434,1465.50,335.63,1525.20,375.85
22,0.44,11,car,0.577396,786.77,201.99,828.50,244.99
22,0.44,12,car,0.593849,1243.17,153.96,1297.68,190.06
22,0.44,13,car,0.368236,1101.81,166.19,1140.28,189.92
22,0.44,4,car,0.932319,1085.85,611.18,1155.98,682.54
22,0.44,9,truck,0.687660,1427.39,529.27,1519.80,655.60
23,0.46,1,car,0.911254,1352.09,979.93,1445.53,1074.63
23,0.46,2,car,0.924525,994.99,492.67,1057.80,555.93
23,0.46,3,car,0.912782,1164.73,554.79,1228.88,618.70
23,0.46,6,car,0.792471,891.67,267.01,936.23,304.62
23,0.46,7,car,0.722392,973.39,343.20,1023.39,387.99
23,0.46,8,car,0.850842,819.25,188.92,858.62,223.75
23,0.46,10,car,0.782520,1465.51,335.57,1525.24,375.84
23,0.46,11,car,0.592903,786.74,202.00,828.48,244.99
23,0.46,12,car,0.586872,1243.22,153.97,1297.73,190.08
23,0.46,13,car,0.361783,1101.95,166.18,1140.34,189.87
23,0.46,4,car,0.891780,1086.89,612.56,1157.21,684.14
23,0.46,9,truck,0.739250,1428.21,528.55,1521.19,654.48
24,0.48,1,car,0.897965,1353.14,981.02,1446.50,1075.50
24,0.48,2,car,0.924662,996.20,494.15,1058.75,557.16
24,0.48,3,car,0.898279,1162.99,552.72,1227.55,617.06
24,0.48,6,car,0.818299,889.93,264.75,935.74,303.43
24,0.48,7,car,0.791301,972.58,342.01,1022.73,386.96
24,0.48,8,car,0.856685,817.91,187.75,857.61,222.90
24,0.48,10,car,0.800980,1465.52,335.55,1525.25,375.84
24,0.48,11,car,0.616062,786.72,202.01,828.48,245.01
24,0.48,12,car,0.590793,1243.24,153.95,1297.76,190.06
24,0.48,13,car,0.375764,1101.94,166.14,1140.37,189.86
24,0.48,4,car,0.883550,1088.22,613.91,1158.50,685.47
24,0.48,9,truck,0.777686,1428.85,527.83,1522.62,653.66
25,0.50,1,car,0.884689,1353.97,981.91,1447.18,1076.12
25,0.50,2,car,0.927448,997.50,495.78,1059.87,558.61
25,0.50,3,car,0.889842,1161.51,551.00,1226.14,615.40
25,0.50,6,car,0.831693,889.17,263.70,935.07,302.45
25,0.50,7,car,0.806142,971.55,341.15,1021.84,386.24
25,0.50,8,car,0.879959,816.66,186.72,856.49,221.98
25,0.50,10,car,0.817545,1465.47,335.54,1525.20,375.87
25,0.50,11,car,0.622616,786.68,202.01,828.46,245.03
25,0.50,12,car,0.578246,1243.20,153.95,1297.69,190.04
25,0.50,13,car,0.402006,1101.82,166.08,1140.40,189.91
25,0.50,4,car,0.667189,1089.35,615.28,1159.77,686.97
25,0.50,9,truck,0.729863,1429.12,527.16,1523.55,652.85
26,0.52,1,car,0.862321,1354.72,982.53,1448.17,1076.86
26,0.52,2,car,0.916815,998.69,496.87,1061.01,559.64
26,0.52,3,car,0.893678,1159.66,549.09,1224.36,613.59
26,0.52,6,car,0.832903,888.72,263.53,933.54,301.34
26,0.52,7,car,0.802576,970.75,340.17,1021.14,385.38
26,0.52,8,car,0.862502,815.54,185.45,855.48,220.86
26,0.52,10,car,0.820967,1465.45,335.57,1525.11,375.88
26,0.52,11,car,0.610023,786.69,202.07,828.46,245.06
26,0.52,12,car,0.583399,1243.19,153.95,1297.63,190.01
26,0.52,13,car,0.394906,1101.75,166.10,1140.31,189.93
26,0.52,4,car,0.846552,1090.46,616.45,1161.13,688.44
26,0.52,9,truck,0.703125,1429.49,526.51,1524.41,651.83
26,0.52,27,bus,0.352589,1426.16,526.88,1527.22,651.88
27,0.54,1,car,0.852259,1355.59,983.10,1449.29,1077.52
27,0.54,2,car,0.925690,999.63,498.04,1062.01,560.89
27,0.54,3,car,0.900573,1157.86,547.31,1222.19,611.50
27,0.54,6,car,0.783220,887.98,262.89,932.53,300.44
27,0.54,7,car,0.818725,969.92,339.50,1019.99,384.38
27,0.54,8,car,0.848154,815.16,184.37,854.86,219.63
27,0.54,10,car,0.820597,1465.40,335.61,1525.03,375.90
27,0.54,11,car,0.589741,786.71,202.14,828.45,245.08
27,0.54,12,car,0.573412,1243.21,153.96,1297.56,189.95
27,0.54,13,car,0.409394,1101.64,166.10,1140.29,189.98
27,0.54,4,car,0.881903,1091.72,617.58,1162.48,689.67
27,0.54,9,bus,0.348003,1429.85,525.96,1524.92,650.59
27,0.54,27,truck,0.675689,1426.78,526.15,1527.63,650.88
28,0.56,1,car,0.853572,1356.69,984.12,1450.24,1078.18
28,0.56,2,car,0.918101,1000.39,499.08,1062.93,562.22
28,0.56,3,car,0.877324,1156.45,545.65,1220.43,609.52
28,0.56,6,car,0.781960,887.35,262.86,931.13,299.65
28,0.56,7,car,0.796105,968.90,338.55,1019.39,383.87
28,0.56,8,car,0.839286,813.90,183.35,853.66,218.63
28,0.56,10,car,0.832095,1465.33,335.67,1524.91,375.94
28,0.56,11,car,0.611654,786.71,202.19,828.43,245.09
28,0.56,12,car,0.573703,1243.15,153.95,1297.46,189.90
28,0.56,13,car,0.426079,1101.45,166.06,1140.29,190.05
28,0.56,4,car,0.881265,1093.03,619.07,1163.65,691.06
29,0.58,1,car,0.868892,1357.76,985.03,1451.14,1078.72
29,0.58,2,car,0.916449,1001.41,500.41,1064.03,563.68
29,0.58,3,car,0.894982,1155.44,544.02,1218.91,607.34
29,0.58,6,car,0.716298,886.43,262.45,929.77,298.71
29,0.58,7,car,0.623375,968.06,337.49,1018.64,382.93
29,0.58,8,car,0.837561,813.06,182.13,852.62,217.40
29,0.58,10,car,0.806854,1465.38,335.68,1524.90,375.91
29,0.58,11,car,0.598903,786.70,202.18,828.44,245.10
29,0.58,12,car,0.580171,1243.06,153.94,1297.41,189.91
29,0.58,13,car,0.431206,1101.51,165.99,1140.40,190.05
29,0.58,4,car,0.937102,1094.20,620.53,1164.72,692.39
29,0.58,9,truck,0.696269,1431.46,524.57,1527.07,648.63
30,0.60,1,car,0.862111,1358.88,986.00,1451.91,1079.04
30,0.60,2,car,0.925424,1002.62,501.74,1065.29,565.06
30,0.60,3,car,0.901285,1153.91,541.93,1217.55,605.40
30,0.60,6,car,0.712782,885.31,260.30,929.42,297.23
30,0.60,7,car,0.831496,967.43,336.77,1017.64,381.97
30,0.60,8,car,0.838668,811.73,181.01,851.41,216.45
30,0.60,10,car,0.804374,1465.38,335.70,1524.85,375.89
30,0.60,11,car,0.601601,786.71,202.24,828.43,245.12
30,0.60,12,car,0.580905,1242.99,153.94,1297.41,189.95
30,0.60,13,car,0.445746,1101.64,165.89,1140.64,190.06
30,0.60,4,car,0.930584,1095.34,621.93,1166.25,694.19
30,0.60,28,bus,0.500831,1428.07,524.25,1531.61,647.73
30,0.60,9,truck,0.576193,1431.98,523.91,1528.16,647.59
31,0.62,1,car,0.860292,1360.29,986.99,1452.82,1079.14
31,0.62,2,car,0.928222,1003.74,502.74,1066.71,566.30
31,0.62,3,car,0.894159,1152.44,540.11,1216.18,603.72
31,0.62,6,car,0.746065,884.56,259.58,928.08,295.90
31,0.62,7,car,0.839556,966.98,335.72,1016.49,380.30
31,0.62,8,car,0.839066,810.29,179.89,849.88,215.30
31,0.62,10,car,0.795502,1465.38,335.69,1524.86,375.89
31,0.62,11,car,0.624588,786.70,202.22,828.44,245.11
31,0.62,12,car,0.578819,1242.96,153.93,1297.43,189.97
31,0.62,13,car,0.440998,1101.88,165.85,1140.80,190.03
31,0.62,4,car,0.768854,1096.63,623.40,1167.66,695.80
31,0.62,28,bus,0.532388,1428.81,523.47,1532.21,646.76
31,0.62,9,truck,0.527457,1432.39,523.10,1529.23,646.51
32,0.64,1,car,0.832877,1361.60,988.12,1453.56,1079.27
32,0.64,2,car,0.928582,1004.72,503.96,1067.69,567.57
32,0.64,3,car,0.884588,1151.24,538.35,1214.88,601.84
32,0.64,6,car,0.831811,883.90,259.04,927.13,295.01
32,0.64,7,car,0.809452,966.56,334.93,1015.71,379.17
32,0.64,8,car,0.836758,809.44,178.91,848.92,214.24
32,0.64,10,car,0.811415,1465.35,335.67,1524.87,375.88
32,0.64,11,car,0.636735,786.72,202.21,828.47,245.09
32,0.64,12,car,0.581418,1242.97,153.93,1297.45,189.99
32,0.64,13,car,0.436477,1101.98,165.71,1140.95,190.01
32,0.64,4,car,0.852920,1097.87,624.72,1169.06,697.39
32,0.64,28,truck,0.612862,1430.18,522.77,1533.16,645.44
32,0.64,9,bus,0.460938,1433.10,522.64,1530.41,645.41
32,0.64,31,car,0.747839,1097.77,624.54,1169.10,696.79
33,0.66,1,car,0.822269,1362.80,989.08,1454.41,1079.36
33,0.66,2,car,0.923179,1005.87,505.14,1068.88,568.83
33,0.66,3,car,0.886836,1149.66,536.47,1213.16,599.78
33,0.66,6,car,0.811647,882.96,258.48,925.93,294.06
33,0.66,7,car,0.845333,965.79,334.05,1014.60,377.91
33,0.66,8,car,0.825047,808.63,178.24,847.54,212.96
33,0.66,10,car,0.824787,1465.26,335.65,1524.80,375.88
